File,Year,Workplace,Position,CleanedPosition,PlaceLat,PlaceLon,PlaceArea,PlaceCity,FullName,Gender,TotalIncome,ReporterIncome,SpouseIncome,Income1,Income2,Income3,Income4,Income5,Outcome1,Outcome2,Outcome3,RealEstateType1,RealEstateArea1,RealEstateType2,RealEstateArea2,RealEstateType3,RealEstateArea3,RealEstateType4,RealEstateArea4,RealEstateType5,RealEstateArea5,RealEstateType6,RealEstateArea6,RealEstateType7,RealEstateArea7,RealEstateType8,RealEstateArea8,RealEstateType9,RealEstateArea9,RealEstateType10,RealEstateArea10,RealEstateType11,RealEstateArea11,RealEstateType12,RealEstateArea12,RealEstateType13,RealEstateArea13,RealEstateType14,RealEstateArea14,RealEstateType15,RealEstateArea15,RealEstateType16,RealEstateArea16,RealEstateType17,RealEstateArea17,RealEstateType18,RealEstateArea18,RealEstateType19,RealEstateArea19,RealEstateType20,RealEstateArea20,RealEstateType21,RealEstateArea21,RealEstateType22,RealEstateArea22,RealEstateType23,RealEstateArea23,RealEstateType24,RealEstateArea24,RealEstateType25,RealEstateArea25,RealEstateType26,RealEstateArea26,RealEstateType27,RealEstateArea27,RealEstateType28,RealEstateArea28,RealEstateType29,RealEstateArea29,RealEstateType30,RealEstateArea30,RealEstateType31,RealEstateArea31,PropertyType1,PropertyDescription1,PropertyType2,PropertyDescription2,PropertyType3,PropertyDescription3,PropertyType4,PropertyDescription4,PropertyType5,PropertyDescription5,RelativeIncome1,RelativeIncome2,RelativeIncome3,RelativeIncome4,RelativeIncome5,RelativeIncome6,RelativeOutcome1,RelativeOutcome2,RelativeOutcome3,RelativeOutcome4,RelativeRealEstateType1,RelativeRealEstateArea1,RelativeRealEstateType2,RelativeRealEstateArea2,RelativeRealEstateType3,RelativeRealEstateArea3,RelativeRealEstateType4,RelativeRealEstateArea4,RelativeRealEstateType5,RelativeRealEstateArea5,RelativeRealEstateType6,RelativeRealEstateArea6,RelativeRealEstateType7,RelativeRealEstateArea7,RelativeRealEstateType8,RelativeRealEstateArea8,RelativeRealEstateType9,RelativeRealEstateArea9,RelativeRealEstateType10,RelativeRealEstateArea10,RelativeRealEstateType11,RelativeRealEstateArea11,RelativeRealEstateType12,RelativeRealEstateArea12,RelativeRealEstateType13,RelativeRealEstateArea13,RelativeRealEstateType14,RelativeRealEstateArea14,RelativeRealEstateType15,RelativeRealEstateArea15,RelativeRealEstateType16,RelativeRealEstateArea16,RelativeRealEstateType17,RelativeRealEstateArea17,RelativeRealEstateType18,RelativeRealEstateArea18,RelativeRealEstateType19,RelativeRealEstateArea19,RelativeRealEstateType20,RelativeRealEstateArea20,RelativeRealEstateType21,RelativeRealEstateArea21,RelativeRealEstateType22,RelativeRealEstateArea22,RelativeRealEstateType23,RelativeRealEstateArea23,RelativeRealEstateType24,RelativeRealEstateArea24,RelativeRealEstateType25,RelativeRealEstateArea25,RelativeRealEstateType26,RelativeRealEstateArea26,RelativeRealEstateType27,RelativeRealEstateArea27,RelativeRealEstateType28,RelativeRealEstateArea28,RelativeRealEstateType29,RelativeRealEstateArea29,RelativeRealEstateType30,RelativeRealEstateArea30,RelativeRealEstateType31,RelativeRealEstateArea31,RelativeRealEstateType32,RelativeRealEstateArea32,RelativePropertyType1,RelativePropertyDescription1,RelativePropertyType2,RelativePropertyDescription2,RelativePropertyType3,RelativePropertyDescription3,RelativePropertyType4,RelativePropertyDescription4,RelativePropertyType5,RelativePropertyDescription5,RelativePropertyType6,RelativePropertyDescription6,RelativePropertyType7,RelativePropertyDescription7,RelativePropertyType8,RelativePropertyDescription8,RelativePropertyType9,RelativePropertyDescription9,RelativePropertyType10,RelativePropertyDescription10
files/2015-2016/201609202033490.xlsx,2015,Мэрия города Кара-Куль,Мэр,мэр,41.6115296,72.6978931,Джалал-Абадская область,Токтогул,Койчиев Мамбет Дуйшалиевич,М,645712.0,418606.0,227106.0,418606.0,"","","","","","","",квартира,63.0,кафе,4347.0,кафе,1513.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",227106.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608241705005.xlsx,2015,Араванская районная государственная администрация,Заместитель главы,заместитель главы,40.435113,72.4968189,Ошская область,Араван,Мамасаидов Музаффаржон Ташалиевич,М,836281.0,778881.0,57400.0,275 881 - з/пл,15 700 - доходы от крестьянского хозяйства,487 300 - доходы от реализации с/х продукции,"","","","","",земельная доля,"0,08 га","дом, складское помещение","0,54 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",57400.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071921282714.xlsx,2015,Генеральный штаб Вооруженных сил Кыргызской Республики,Заместитель начальника,заместитель начальника,42.8740697,74.5989782,Чуйская область,Бишкек,Тиленов Закир Керимович,М,1199438.0,1099438.0,100000.0,1 027 438 - з/пл,72 000 - пособие,"","","","","","",квартира,46.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",100 000 - доход от предприн.деят.,"","","","","","","","","",квартира,"61,5",контейнер,не указано,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091121275314.xlsx,2016,Мэрия гор. Ош,Вице-мэр,вице-мэр,40.5139985,72.8160976,Ошская область,Ош,Кадыров Нурбек Суйунбаевич,М,387029.0,339029.0,48000.0,80 013 с.- ЖК КР,259 016 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48 000 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709082136193.xlsx,2016,Мэрия гор.Сулюкта,Вице-мэр,вице-мэр,39.9338165,69.5678329,Баткенская область,Сулюкта,Сапаркулова Марзия Эркиновна,Ж,407866.0,305866.0,102000.0,305 866 с.по месту основной работы,"","","","","","","",квартира,"29,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легковой автомобиль,"Даймлер-Бенц 230Е, 1988 г.в.,V=2276 Б, кузов №WDВ1240231А792774","","","","","","","","",102 000 с.по месту основной работы ,"","","","","","","","","",квартира,"26,9",часть дома,"72,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081115465313.xlsx,2015,Жайылский районный суд,Судья,судья,42.8212845,73.8493574,Чуйская область,Кара-Балта,Бокомбаев Аман Мамыркожоевич,М,1002715.0,900261.0,102454.0,"250 261 (з/п),     650 000 (ферм хоз)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",102454,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608241705484.xlsx,2015,Кара-Кулжинская районная государственная администрация,Первый заместитель главы,первый заместитель главы,40.634189,73.5906105,Джалал-Абадская область,Кара Кулжа,Мажитов Бекболот,М,405306.0,340666.0,64640.0,340666.0,"","","","","","","",дом,103.0,сарай,40.0,земельный участок,"0,98 га",земельная доля,"1,20 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Матиз,"","","","","","","","",48 640 - пенсия,16 000 - з/пл,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016091921042010.xlsx,2015,Аппарат Президента Кыргызской Республики,Инспектор,инспектор,42.8807207,74.6092764,Чуйская область,Бишкек,Салимжанов Бообек Эркинбекович,М,573738.0,573738.0,0.0,573 738,"","","","","","","",квартира,"36,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709212348118.xlsx,2016,Аппарат Жогорку Кенеша КР,Заместитель заведующего отделом,заместитель заведующего отделом,41.20438,74.766098,Чуйская область,Бишкек,Айтбаев Руслан Маратович,М,312167.53,312167.53,0.0,"312 167,53 с.-по месту основной работы ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017071817271112.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Нурматов Кубанычбек Советович,М,776415.0,776415.0,0.0,776 415 с. - по месту основной работы,"","","","","","","",дом,2 000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Мерседес Бенц,"","","","","","","","","","","","","","","","","","",квартира,162,прочие легкие конструкции,500,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус GX 470, 2009г., V4,7","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608151637318.xlsx,2015,Иссык-Кульский районный суд,Судья,судья,42.643763,77.0646098,Иссык-Кульская область,Чолпон-Ата,Маматов Абдыганы Омарович,М,873629.0,873629.0,0.0,873629,"","","","","","","",квартира,-,дачный дом,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Хонда СРВ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708071622306.xlsx,2016,Департамент  рационального  использования  природных ресурсов Государственного агентства охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики,Директор,директор,42.8675302,74.6038115,Чуйская область,Бишкек,Мусаев Алмаз Мустафаевич,М,459354.0,459354.0,0.0,459 354 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201607182128136.xlsx,2015,Министерство внутренних дел Кыргызской Республики,Заместитель министра,заместитель министра,42.8807207,74.6092764,Чуйская область,Бишкек,Сатывалдиев Калыбек Ажибекович,М,675971.0,615971.0,60000.0,615 971 сом,"","","","","","","",земельный участок,"1,5 га",кошар,442.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60 000 сом,"","","","","","","","","",квартира,100.2,квартира,49.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016070722233311.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Саматов Жыргалбек Алимбаевич,М,597851.16,597851.16,0.0,"597 851,16 сомов","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира,-,квартира,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609262314212.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Заведующий отделом,заведующий отделом,42.8772492,74.6002389,Чуйская область,Бишкек,Оморов Абдыкайым Рысбекович,М,890471.0,890471.0,0.0,"877 922 (з/п), 12549 (от препод деят)","","","","","","","",квартира,67.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201611151613252.xlsx,2015,Мэрия города Айдаркен,Экс-руководитель аппарата,руководитель аппарата,39.9370531,71.3408707,Баткенская область,Айдаркен,Касымов Салкынбек Мухтарович,М,80370.0,80370.0,0.0,80370.0,"","","","","","","",дом,1000.0,земельный участок,1500.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Авенсис, 2001г вып., V-1,8","","","","","","","","","","","","","","","","","","",земельный участок,1500.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016080921023314.xlsx,2015,Аламунская районная государственная администрация,Глава,глава,42.8834949,74.6684127,Чуйская область,Лебединовка,Джумашев Самирдин Сариевич,М,2210049.0,1369049.0,841000.0,403 049  - по месту основной работы,966 000 - от реализации с/х продукции и скота,"","","","","","",дом,146,земельная доля,"5,10 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хюндай Портер, 2003г.","","","","","","","","",497 000,344 000,"","","","",800 000,"","","",торговый павильон,140,помещение,150,земельный участок,"0,08 га",земельная доля (33%),"5,10",часть дома (50%),70,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мицубиси Паджеро, 2007г.","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608301758059.xlsx,2015,Конституционная палата ВС КР,Руководитель аппарата,руководитель аппарата,42.8687469,74.6163447,Чуйская область,Бишкек,Масыбаев Турарбек Джакыпбаевич,М,869000.0,669000.0,200000.0,"480 000(з/п),      189 000 (пенсия)","","","","","","","",квартира,61.8,гараж,40,земельный участок,92 сот,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Санта-Фэ, V-3,5","","","","","","","","",200000,"","","","","","","","","",дом,240,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709081646430.xlsx,2016,Гор. кенеш г.Каракол,Председатель,председатель,42.4782102,78.3955986,Иссык-Кульская область,Каракол,Айсаракунов Эрлан Асанкадырович,М,448319.5,223114.5,225205.0,"223 114,50 с.-по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",225 205 с.-по месту основной работы ,"","","","","","","","","",квартира,"91,1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017081722472914.xlsx,2016,Полномочное представительство Правительства Кыргызской Республики в Джалал-Абадской области,Руководитель аппарата,руководитель аппарата,41.106808,72.8988069,Джалал-Абадская область,Джалал Абад,Нармырзаев Нургазы Жакыпович,М,386357.0,386357.0,0.0,386 357 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609012017125.xlsx,2015,Токтогульская районная государственная администрация,Первый заместитель главы,первый заместитель главы,41.8727845,72.9295204,Джалал-Абадская область,Токтогул,Сейдалиев Рысбай Кочконбаевич (назначен в 2016г.),М,278603.0,278603.0,0.0,278603.0,"","","","","","","",дом,8 сотых,павильон,57.0,земельная доля,8 сотых,земельный участок,1.0 га,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Камри, V-2.4","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081020232813.xlsx,2015,Ленинский районный суд г.Бишкек,Судья,судья,42.8775213,74.5730465,Чуйская область,Бишкек,Сагынбаев Бакыт Тынышович,М,708546.0,694546.0,14000.0,694546,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708042101522.xlsx,2016,Государственная налоговая служба при Правительстве Кыргызской Республики,Председатель,председатель,42.8767344,74.594469,Чуйская область,Бишкек,Осмонов Замирбек Бабакулович,М,500899.0,464507.0,36392.0,464 507 с.- по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",36 392 с.- по месту основной работы,"","","","","","","","","",дом,100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус RX 450 Н, 2015г., V=3456 см³","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091923165212.xlsx,2016,Аппарат Правительства КР,Главный эксперт,эксперт,41.20438,74.766098,Чуйская область,Бишкек,Чыныбаев Исламбек Адамкулович,М,565572.37,565572.37,0.0,"565 572,37 с.-по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мазда 323, 2002 г.в., V=1598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201611151703122.xlsx,2015,Мэрия города Кызыл-Кия,Руководитель аппарата,руководитель аппарата,40.2589098,72.1314662,Ошская область,Кызыл-Кия,Тойчиев Мирланбек Мойдинбекович,М,264635.0,215375.0,49260.0,215375.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49260.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091822000210.xlsx,2016,Аппарат Правительства КР,Заведующий сектором,заведующий сектором,41.20438,74.766098,Чуйская область,Бишкек,Ахметов Белек Куватович,М,656214.0,586214.0,70000.0,586 214 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",70 000 с.-МРС-естест.приплод,"","","","","","","","","",квартира,"58,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус 470, 2007 г.в., V=4,7","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016091921100613.xlsx,2015,Аппарат Президента Кыргызской Республики,Эксперт,эксперт,42.8807207,74.6092764,Чуйская область,Бишкек,Уметова Айнура Эгембердиевна,Ж,642887.0,642887.0,0.0,642887.0,"","","","","","","",квартира,32.0,дачный участок,500.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709131640334.xlsx,2016,Аппарат Президента КР,Эксперт,эксперт,41.20438,74.766098,Чуйская область,Бишкек,Касеева Мэри Беккуловна,Ж,773846.68,550717.17,223129.51,"550 717,17 с.-по месту основной работы","","","","",1 590 370 с.,"","",квартира,"67,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223 129,51 с.-по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091322183912.xlsx,2016,Аппарат Президента КР,Заместитель заведующего отделом,заместитель заведующего отделом,41.20438,74.766098,Чуйская область,Бишкек,Саякбаев Максат Бердибекович,М,663735.0,663735.0,0.0,663 735 с.-по месту основной работы,"","","","","","","",квартира,"80,65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легкововй автомобиль,"БМВ 318, 2003 г.в., V=1,8","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609262222045.xlsx,2015,Аппарат Жогорку Кенеша Кыргызской Республики,Заведующий сектором,заведующий сектором,41.20438,74.766098,Чуйская область,Бишкек,Абжапаров Алимбай ,М,793642.0,793642.0,0.0,694 053 - з/пл,96 728 - пенсия,2861 - гонарар,"","","","","",квартира,44.1,квартира (50% доли),48.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Нубира, 2002г вып., V-1498","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709212350171.xlsx,2016,Аппарат Жогорку Кенеша КР,Заведующий сектором,заведующий сектором,41.20438,74.766098,Чуйская область,Бишкек,Алишев Шабданбек Мурзакулович,М,798954.0,488954.0,310000.0,477 965 с.-по месту основной работы,10 989 с.-от экспертной деятельности,"","","","","","",дом,"169,8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легковой автомобиль,"Мазда-Демио, 2003 г.в., V=1340","","","","","","","","",310 000 с.-от предпринимательской деятельности,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016111420035011.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Начальник УГНС по Октябрскому району г.Бишкек,начальник угнс,42.8767344,74.594469,Чуйская область,Бишкек,Арыкбаева Гулбара Сыргаковна,Ж,3857558.0,3857558.0,0.0,"357 558 (з/п), 3500000(от продажи дома после дарения)","","","","","","","",квартира,59.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609262313532.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Заведующий сектором,заведующий сектором,42.8772492,74.6002389,Чуйская область,Бишкек,Ниязалиева Айчурок Калыбековна,Ж,632632.0,554632.0,78000.0,554632,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",78000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071920240912.xlsx,2015,"Государственное агентство архитектуры, строительства и жилищно-коммунального хозяйства",статс-секретарь,статс-секретарь,42.8723671,74.587115,Чуйская область,Бишкек,Борубаев Самат  Нарматович,М,500681.0,500681.0,0.0,500 681,"","","","","","","",дом,"166,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хонда Одиссей, 2001г., v=2250 см²","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хонда Степ, 2004г., V=1900 см³",груз.автомобиль ,"Микроавтобус, Мерседес Бенц 211, 2002г., V=2148 см³","","","","","","","","","","","","","","","",""
files/2015-2016/201607262125314.xlsx,2015,Счетная палата Кыргызской Республики,аудитор,аудитор,42.8791888,74.5919274,Чуйская область,Бишкек,Абдуллаева Уктомхан Авазовна,Ж,2116741.0,1715941.0,400800.0,1 373 941 - по месту основной работы,342 000 -пенсия,"","","","","","",квартира,"76,6",дачный дом (75%),"211,35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",400 800,"","","","","","","","","",дачный дом (25%),"211,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Субару Форестер, 2002г., V=1.99Б",автомобиль,"Тойота Лендкрузер, 2000г., V=78582","","","","","","","","","","","","","","","",""
